Parent Lineage,Child Lineage,Embedding Distance,Fitness Difference
B.1,B.1.1,1.8125921487808228,0.09834229
B.1,B.1.2,0.5688583254814148,0.024521148
B.1,B.1.234,0.5518741607666016,0.001929804
B.1,B.1.243,0.9306490421295166,-0.02734266
B.1,B.1.311,0.5652779936790466,0.0016615883
B.1,B.1.351,3.0062477588653564,0.33266887
B.1,B.1.427,1.831317663192749,0.12548515
B.1,B.1.429,1.831317663192749,0.14700687
B.1,B.1.517,0.9680600166320801,-0.08469122
B.1,B.1.525,1.7867255210876465,0.29395032
B.1,B.1.526,2.4733269214630127,0.31859216
B.1,B.1.575,0.9749589562416077,0.1730651
B.1,B.1.621,2.1580660343170166,0.6018236
B.1,B.1.623,1.2523903846740723,0.26682362
B.1,B.1.637,2.1122047901153564,0.31088272
